0	0.000000
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
16	0.000000
17	0.000000
18	0.000000
19	0.000000
20	0.000000
21	0.000000
22	0.000000
23	0.000000
24	0.000000
25	0.000000
26	0.000000
27	0.000000
28	0.000000
29	0.000000
30	0.000000
31	0.000000
32	0.000000
33	0.000000
34	0.000000
35	0.049988
36	0.104209
37	0.159495
38	0.211350
39	0.268019
40	0.308713
41	0.347718
42	0.390473
43	0.431207
44	0.472163
45	0.509343
46	0.546039
47	0.579415
48	0.611685
49	0.642129
50	0.672559
51	0.699573
52	0.725051
53	0.749104
54	0.772798
55	0.796423
56	0.816590
57	0.836535
58	0.854710
59	0.871917
60	0.881489
61	0.891047
62	0.899858
63	0.908461
64	0.916608
65	0.924298
66	0.931214
67	0.937632
68	0.944078
69	0.948891
70	0.954590
71	0.959819
72	0.963567
73	0.967882
74	0.971299
75	0.974577
76	0.977343
77	0.979972
78	0.982807
79	0.985629
80	0.987109
81	0.988464
82	0.989377
83	0.990235
84	0.991314
85	0.991991
86	0.992628
87	0.993305
88	0.993914
89	0.994481
90	0.995325
91	0.995920
92	0.996653
93	0.997012
94	0.997344
95	0.997745
96	0.997994
97	0.998119
98	0.998465
99	0.998907
100	0.999004
101	0.999059
102	0.999073
103	0.999170
104	0.999267
105	0.999295
106	0.999308
107	0.999350
108	0.999516
109	0.999668
110	0.999710
111	0.999723
112	0.999793
113	0.999848
114	0.999848
115	0.999848
116	0.999848
117	0.999848
118	0.999848
119	0.999848
120	0.999903
121	0.999959
122	0.999972
123	0.999972
124	0.999972
125	0.999972
126	0.999972
127	0.999972
128	0.999972
129	0.999972
130	0.999972
131	0.999972
132	0.999972
133	0.999972
134	1.000000
135	1.000000
136	1.000000
137	1.000000
138	1.000000
139	1.000000
140	1.000000
141	1.000000
142	1.000000
143	1.000000
144	1.000000
145	1.000000
146	1.000000
147	1.000000
148	1.000000
149	1.000000
150	1.000000
151	1.000000
152	1.000000
153	1.000000
154	1.000000
155	1.000000
156	1.000000
157	1.000000
158	1.000000
159	1.000000
160	1.000000
161	1.000000
162	1.000000
163	1.000000
164	1.000000
165	1.000000
166	1.000000
167	1.000000
168	1.000000
169	1.000000
170	1.000000
171	1.000000
172	1.000000
173	1.000000
174	1.000000
175	1.000000
176	1.000000
177	1.000000
178	1.000000
179	1.000000
180	1.000000
181	1.000000
182	1.000000
183	1.000000
184	1.000000
185	1.000000
186	1.000000
187	1.000000
188	1.000000
189	1.000000
190	1.000000
191	1.000000
192	1.000000
193	1.000000
194	1.000000
195	1.000000
196	1.000000
197	1.000000
198	1.000000
199	1.000000
